Op40 01 h forecast valid for grid point 4.7 nm / 185 deg from AWO:
Op40        14     17      Feb    2016
   CAPE      0    CIN      1  Helic  99999     PW  99999
      5   8646   1151     85      0    167     25
      4   8500   1298     74      2    175     25
      5   8381   1421     65      3    182     25
      5   8065   1727     44      0    196     27
      5   7725   2073     12    -10    205     28
      5   7365   2462    -23    -35    207     27
      4   7000   2855    -48    -67    202     25
      5   6961   2899    -51    -70    201     25
      5   6546   3391    -74   -105    195     21
      5   6088   3946   -112   -142    194     15
      5   5619   4555   -158   -184    200     16
      5   5154   5185   -205   -226    214     22
      4   5000   5410   -220   -241    215     25
      5   4745   5802   -247   -266    216     30
      5   4361   6393   -286   -310    208     35
      5   4020   6959   -334   -374    202     39
      4   4000   6994   -337   -379    202     39
      5   3720   7501   -386   -445    201     43
      5   3458   8016   -435   -494    203     49
      5   3200   8506   -479   -541    207     55
      4   3000   8967   -510   -579    210     58
      5   2998   8973   -510   -579    210     58
      5   2788   9418   -527   -610    213     58
      5   2609   9846   -537   -642    215     57
      4   2500  10123   -539   -660    215     58
      5   2446  10264   -540   -669    215     58
      5   2298  10671   -536   -692    215     60
      5   2159  11076   -530   -717    216     62
      5   2023  11499   -522   -748    218     63
      5   1885  11954   -518   -786    221     63
      5   1747  12444   -518   -825    223     62
      5   1611  12973   -524   -849    225     61
      4   1500  13430   -529   -856    227     61
      5   1473  13548   -530   -858    227     61
      5   1337  14176   -538   -861    228     59
      5   1199  14872   -545   -861    230     57
      5   1063  15651   -548   -861    232     53
      4   1000  16033   -543   -861    232     50
      5    925  16522   -536   -861    233     47
      5    798  17443   -517   -860    236     39
      4    700  18291   -505   -858    238     30
      5    695  18337   -504   -858    238     30
      5    612  19197   -492   -857    244     20
      5    536  20085   -490   -856    264     10
      4    500  20530   -489   -857    265      8
      5    462  21038   -487   -858    267      6
      5    396  22073   -466   -865    339      4
      5    333  23216   -454   -873     36      8
      5    275  24507   -435   -878     43     11
      5    221  26000   -419   -882     46     15
      5    170  27786   -404   -894     50     21
      5    123  30074   -385   -920     38     21

Op40 analysis valid for grid point 4.7 nm / 185 deg from AWO:
Op40        23     17      Feb    2016
   CAPE     20    CIN     -4  Helic  99999     PW  99999
      1  23062      0  48.09 122.18     42  99999
      2  99999  99999  99999     66  99999  99999
      3           AWO                   12     kt
      9   9830     77    130     68    141      6
      4  10000  99999  99999  99999  99999  99999
      5   9813    105    134     60    136     12
      5   9740    155    135     59    135     14
      5   9655    236    135     54    131     18
      5   9511    356    130     40    129     23
      5   9336    511    124     29    138     23
      4   9250    592    120     25    144     23
      5   9138    698    114     19    152     23
      5   8911    911    101     10    167     23
      5   8663   1148     81      8    181     22
      4   8500   1304     66     11    187     24
      5   8384   1417     55     13    192     26
      5   8061   1722     27     10    197     27
      5   7738   2067      2    -11    197     25
      5   7361   2455    -24    -26    192     24
      4   7000   2849    -45    -41    190     24
      5   6963   2892    -47    -43    190     24
      5   6549   3385    -77    -87    189     24
      5   6088   3939   -115   -129    189     25
      5   5614   4548   -157   -173    193     26
      5   5157   5179   -202   -222    198     29
      4   5000   5403   -218   -239    199     30
      5   4737   5796   -247   -270    200     31
      5   4376   6387   -290   -323    200     33
      5   4034   6953   -334   -368    201     35
      4   4000   7009   -339   -373    201     35
      5   3721   7495   -381   -418    202     35
      5   3459   8012   -431   -470    201     32
      5   3201   8502   -479   -519    202     29
      4   3000   8943   -527   -576    205     30
      5   2990   8966   -529   -579    205     30
      5   2789   9406   -561   -611    209     45
      5   2610   9828   -568   -628    213     55
      4   2500  10096   -563   -646    213     56
      5   2443  10241   -561   -655    213     57
      5   2295  10644   -549   -687    212     58
      5   2158  11047   -538   -716    211     60
      5   2022  11470   -527   -748    213     62
      5   1885  11923   -520   -787    216     62
      5   1747  12413   -518   -827    219     60
